CGPA,Projects,Internships,DSA_Solved,Certifications,Communication_Score,Package
6.17,1,2,569,3,2,12.1
8.53,1,3,175,4,3,14.3
9.81,2,0,210,1,8,14.0
8.41,2,1,446,3,6,15.0
9.28,1,3,585,5,7,20.7
9.54,5,2,166,2,10,18.7
6.91,2,1,459,5,10,13.9
6.85,3,1,356,3,6,12.5
8.44,4,1,303,2,1,14.4
7.64,1,3,232,4,3,13.9
9.36,1,3,326,5,1,17.0
9.6,4,3,181,1,10,19.0
7.41,5,1,333,2,9,14.9
6.95,4,1,28,2,9,11.3
9.12,2,0,92,5,5,12.4
7.1,4,0,329,3,4,12.3
9.29,1,3,183,2,9,16.5
7.69,4,3,94,4,9,15.9
8.67,3,2,352,5,3,16.9
6.38,2,3,264,4,5,13.0
8.5,4,0,18,5,3,11.8
7.81,1,0,498,4,10,14.1
8.35,2,0,138,3,2,10.4
6.67,1,1,572,5,1,12.2
8.95,5,1,524,1,10,18.6
9.45,3,3,254,3,2,16.9
6.87,5,2,84,4,8,13.7
6.38,3,2,457,5,8,15.7
6.09,4,2,531,3,3,14.4
8.57,2,1,561,4,7,16.2
8.43,4,0,91,0,7,11.6
8.19,3,0,599,0,2,13.3
6.93,3,1,68,2,9,10.3
7.56,3,2,36,1,3,11.3
8.38,1,2,139,0,2,11.4
7.99,2,3,565,4,3,18.5
9.95,4,3,177,3,2,17.8
6.55,4,2,136,5,8,13.1
8.78,5,1,189,3,5,14.8
7.62,3,2,341,2,3,13.7
7.71,3,3,558,3,5,18.1
8.87,3,2,4,0,8,14.1
8.77,4,1,256,3,7,17.2
9.97,5,0,242,0,6,15.0
6.51,1,1,414,0,1,9.4
6.42,2,1,342,1,10,11.5
8.9,1,3,378,2,1,15.8
8.31,4,1,593,4,1,17.2
7.1,3,1,145,0,10,12.0
6.32,2,3,322,5,8,14.0
6.34,4,3,121,2,8,13.7
9.58,4,0,251,4,7,14.9
6.77,4,2,310,5,6,13.5
7.29,2,1,600,3,4,14.2
6.91,2,3,474,2,1,14.4
7.42,5,0,569,5,9,16.9
6.28,5,2,491,2,1,14.8
8.08,1,3,574,2,4,16.8
6.27,2,2,346,3,3,11.6
9.2,2,2,486,3,7,18.8
6.93,2,1,472,2,5,12.5
8.16,5,1,381,5,5,16.7
9.52,4,3,279,1,4,18.3
8.6,3,2,71,0,1,11.7
8.13,5,3,520,3,5,19.5
7.3,2,3,365,1,4,15.3
7.33,5,2,93,3,10,15.4
8.68,1,3,372,2,8,16.6
9.98,2,2,338,1,2,17.5
8.65,1,2,436,5,8,17.6
8.23,2,2,335,5,1,14.8
8.92,5,2,491,4,4,19.1
7.86,4,0,39,0,3,9.8
6.24,3,2,358,0,5,12.0
8.25,1,1,573,3,5,15.2
9.83,5,1,253,0,5,16.4
6.7,4,1,580,4,4,15.2
8.76,5,2,397,5,8,19.9
6.8,1,1,169,1,3,8.6
8.14,3,0,510,1,4,12.9
6.39,5,3,259,5,1,14.3
7.8,2,2,583,2,7,16.2
9.02,4,1,458,5,1,16.6
7.39,5,0,528,1,2,13.3
8.66,4,3,340,3,7,18.1
9.18,2,0,56,4,1,10.3
9.71,3,1,217,5,3,15.9
6.94,3,0,463,2,6,12.3
7.6,2,3,246,3,6,14.8
6.61,4,1,372,5,6,14.0
9.97,5,3,416,3,2,20.2
9.71,2,0,30,5,2,12.4
8.16,1,2,367,3,6,15.5
9.37,4,2,558,0,10,19.9
8.08,3,2,107,3,5,14.5
8.49,2,2,583,0,7,17.0
6.36,3,3,417,1,7,14.1
9.02,4,2,397,0,5,17.4
6.51,3,3,271,3,8,14.4
9.3,2,1,115,4,10,15.7
9.13,4,2,585,4,6,20.3
8.83,1,3,255,1,5,15.1
6.14,2,2,80,3,4,10.4
7.21,5,2,127,0,7,13.0
7.05,2,2,234,4,4,11.4
7.44,4,3,552,5,5,19.0
6.35,2,0,180,2,5,8.4
9.75,1,2,156,3,1,14.9
8.22,1,2,453,5,1,14.5
7.22,5,1,570,5,3,16.0
7.59,3,0,23,3,3,9.1
7.79,4,3,472,2,2,17.3
8.4,4,1,399,4,2,15.7
8.06,3,2,591,2,6,17.5
9.68,1,1,133,1,1,12.3
7.99,1,1,420,0,6,12.3
9.97,2,2,212,0,5,16.1
9.41,5,0,481,5,6,18.6
6.83,5,0,347,4,5,13.9
9.72,5,1,165,2,7,16.9
6.47,2,2,347,5,1,12.4
9.27,5,3,397,3,3,19.8
7.52,3,1,582,5,6,15.8
9.51,2,3,434,3,1,18.6
9.47,3,1,576,3,7,18.7
9.22,2,1,220,1,4,13.4
9.16,5,2,307,1,3,16.8
7.22,3,2,465,3,10,16.4
6.32,3,3,98,4,9,13.1
7.61,3,3,241,1,1,13.7
6.69,2,0,157,1,8,9.0
8.78,4,2,553,0,1,16.8
7.38,5,1,226,5,5,14.3
9.9,3,1,422,0,10,18.0
8.56,4,0,71,4,8,13.0
9.29,5,2,242,1,6,16.9
6.53,5,1,529,1,7,14.6
9.45,3,0,588,2,8,17.2
9.69,3,0,44,4,6,13.2
7.95,2,1,471,5,6,14.9
8.43,4,1,370,5,6,16.6
9.06,4,3,91,5,5,17.9
6.7,3,2,21,4,8,12.0
8.01,5,3,171,2,2,15.8
7.59,3,0,191,2,7,11.3
6.59,5,1,76,0,4,10.0
7.47,5,3,280,4,1,16.6
6.27,3,0,363,4,5,11.2
6.1,1,2,178,2,3,9.6
6.54,4,1,237,3,4,11.3
9.85,5,3,134,3,7,19.3
8.2,5,2,279,0,5,15.6
9.86,1,3,18,3,4,15.0
7.73,2,0,594,3,1,11.8
7.25,1,2,370,3,6,13.7
8.02,1,3,111,1,10,14.6
7.76,5,2,220,0,6,14.6
6.42,4,0,303,2,7,10.8
8.56,1,2,324,3,1,13.7
6.86,2,3,436,5,4,14.3
8.48,3,0,437,1,9,14.6
8.6,1,1,169,3,10,13.1
6.61,1,3,374,1,6,12.8
6.25,2,3,556,0,2,12.8
9.12,4,0,380,5,4,15.2
7.84,1,0,13,5,6,9.2
6.23,1,1,499,5,4,12.2
9.98,4,3,390,3,10,21.5
6.23,2,0,548,1,7,10.7
8.78,1,1,564,5,3,16.4
9.93,4,1,529,4,6,19.7
6.96,1,0,491,4,4,10.2
6.57,3,3,549,1,3,15.4
6.49,5,2,384,3,3,14.1
7.21,3,2,195,3,2,12.6
6.4,1,1,299,0,3,8.7
8.77,2,2,546,0,10,18.7
6.25,5,2,307,5,1,13.0
8.04,3,0,251,2,3,10.2
9.99,4,1,7,0,9,14.7
9.26,2,3,207,3,4,16.7
8.46,3,1,130,2,3,12.4
7.23,4,0,25,0,8,9.6
8.5,1,2,453,1,1,13.7
8.11,4,3,185,4,5,16.4
7.7,3,1,483,0,1,12.9
6.52,3,2,50,0,7,10.4
9.55,1,1,4,1,5,12.2
7.8,4,3,588,3,2,18.1
6.78,4,1,159,5,1,10.9
7.47,1,1,207,1,7,10.5
7.66,4,1,256,5,1,13.8
9.31,1,2,204,0,3,14.6
8.93,2,3,10,3,6,15.8
9.08,3,3,7,2,6,15.8
6.04,2,2,408,0,7,11.1
7.66,5,2,31,1,1,11.0
7.93,5,2,539,2,7,17.9
6.08,5,0,386,4,2,11.1
7.04,1,1,227,2,6,10.5
9.04,4,1,474,1,8,17.6
6.55,2,3,206,2,5,11.7
8.14,2,1,317,1,10,15.0
6.86,2,0,556,0,3,11.7
6.05,2,2,347,3,8,11.9
6.96,5,3,233,4,8,15.4
9.9,2,3,43,3,4,16.1
9.21,4,1,141,3,8,16.3
9.84,5,3,175,3,5,19.1
7.95,2,2,448,1,5,15.0
6.44,1,3,591,1,3,13.7
8.19,3,2,81,4,7,14.4
7.82,3,0,134,1,9,11.9
9.38,3,0,176,5,9,15.5
6.39,5,2,382,1,1,13.1
7.95,2,1,242,1,1,10.2
6.6,5,3,566,1,10,19.1
7.3,4,1,140,0,5,10.3
8.95,1,3,456,4,1,17.1
7.9,1,0,439,5,4,12.6
7.5,3,0,55,1,1,8.2
7.58,3,0,526,4,2,13.8
7.84,3,3,418,2,2,15.5
9.14,2,0,87,0,4,10.6
9.57,4,0,7,1,8,12.8
9.82,4,0,476,5,2,17.7
9.15,4,0,214,0,9,14.5
7.26,4,1,551,5,9,17.2
8.75,3,0,496,0,2,14.0
7.75,1,0,502,2,1,12.3
7.02,3,1,244,4,10,14.3
9.36,4,1,477,0,10,18.4
6.15,3,3,308,3,9,14.6
9.61,4,2,230,2,2,16.1
7.85,5,0,382,3,8,15.4
8.55,1,0,154,2,3,10.6
8.64,5,0,174,3,1,12.4
9.58,2,3,114,3,1,15.8
8.55,3,0,389,5,10,16.5
8.46,2,2,310,0,2,13.0
6.27,3,1,299,0,7,10.9
8.07,5,3,17,2,6,15.2
6.6,4,1,11,4,2,9.5
8.95,4,0,403,5,4,15.3
8.05,3,0,231,0,2,9.6
8.72,4,0,277,0,1,11.8
6.17,5,2,352,5,3,13.5
6.34,4,2,302,1,4,12.5
8.87,5,3,540,5,10,22.7
6.29,2,1,469,0,5,11.2
6.29,5,0,76,4,5,9.0
6.05,1,0,520,1,7,9.6
9.83,1,0,23,3,10,12.9
8.95,1,0,14,5,8,11.9
7.41,3,2,524,3,9,16.7
7.19,3,1,346,1,7,13.0
7.4,3,1,171,1,5,11.8
9.1,5,3,326,1,9,19.2
8.65,3,2,484,2,8,17.4
6.74,2,0,488,5,10,13.5
6.7,1,1,461,4,9,13.2
6.39,5,1,377,4,10,15.1
8.64,1,2,587,3,8,17.8
9.06,3,3,163,3,6,17.8
7.06,5,3,371,3,4,15.5
6.08,4,0,572,5,9,14.5
6.33,2,3,423,0,9,14.3
9.87,3,1,476,3,10,18.6
7.18,3,3,381,1,10,15.2
9.08,2,0,154,3,9,12.9
8.5,2,1,256,1,10,14.9
7.53,4,3,67,2,3,14.0
6.82,3,3,343,0,3,13.3
6.49,3,2,276,0,6,11.7
8.46,1,0,390,5,6,13.2
9.1,5,3,448,5,6,21.0
8.58,5,2,258,4,5,16.8
8.12,1,1,306,2,5,13.4
6.17,5,2,94,5,2,11.0
9.87,2,2,463,1,7,18.6
9.19,5,3,245,2,4,19.1
7.17,5,3,186,0,3,14.2
9.92,1,3,372,1,8,18.0
8.41,4,2,571,2,4,17.1
8.33,5,1,405,0,4,15.3
8.99,5,0,407,5,8,17.6
9.25,4,2,124,1,1,15.1
8.63,1,3,336,1,9,16.9
6.51,4,0,340,0,7,10.6
7.35,1,1,562,1,2,12.1
9.71,2,0,177,5,6,13.8
6.9,1,3,169,5,8,13.7
7.49,2,2,38,5,5,11.4
7.73,2,2,68,0,6,11.9
7.76,1,3,235,3,10,15.7
8.45,3,2,559,3,8,18.8
9.77,1,3,380,1,6,17.3
6.96,5,2,56,5,9,14.2
6.49,5,2,276,1,9,13.9
6.79,3,2,98,0,9,11.7
9.55,2,1,526,1,6,17.2
8.58,3,1,324,4,9,15.9
7.14,5,3,460,3,3,16.7
9.26,3,1,178,1,5,14.5
9.45,1,3,573,1,2,17.4
9.39,3,0,118,2,8,13.3
9.68,2,0,468,1,4,15.0
7.01,1,1,548,4,6,14.1
9.02,4,0,454,3,6,15.7
7.84,5,0,25,2,5,12.0
9.37,5,2,489,0,1,17.2
8.91,3,2,7,0,7,14.4
9.11,1,3,515,3,10,20.2
8.62,4,0,532,0,8,15.1
6.71,1,3,148,4,1,10.3
8.18,5,3,487,1,10,20.2
9.94,1,0,24,3,7,12.4
9.75,4,1,554,2,4,18.0
6.17,3,0,424,1,6,11.4
6.66,2,2,292,0,9,11.8
6.53,1,0,184,0,5,7.0
8.9,2,1,553,2,8,16.7
9.27,5,3,430,4,5,19.2
6.85,3,3,316,2,2,13.6
8.02,3,2,397,3,4,15.1
9.36,1,2,323,2,2,15.4
8.93,3,2,564,0,7,18.6
8.17,1,3,595,4,7,18.5
8.36,1,2,545,4,3,16.2
8.03,2,0,75,5,7,11.4
7.19,3,3,485,2,1,14.8
8.26,1,1,87,3,1,10.0
8.76,2,3,231,0,9,16.9
9.49,4,0,6,1,6,13.1
8.55,2,0,549,4,5,15.2
9.04,2,2,51,2,6,14.2
6.64,1,3,395,5,6,14.5
7.85,5,3,220,3,1,15.6
6.04,5,3,427,3,5,15.8
6.99,5,1,142,0,9,11.3
8.91,2,2,362,4,4,16.8
9.97,1,0,381,0,3,14.0
6.4,3,0,560,5,1,11.5
7.61,2,2,276,1,2,12.9
9.2,2,0,270,1,3,11.4
6.82,1,0,13,1,4,6.7
8.22,4,2,297,3,7,16.4
8.93,2,0,463,4,6,15.1
8.46,4,3,526,0,8,19.2
6.75,4,1,233,0,9,12.4
7.42,5,2,574,5,6,17.5
9.14,1,1,26,1,7,12.5
8.22,4,0,470,4,4,14.7
6.02,1,0,92,4,2,6.8
9.04,5,3,308,5,9,20.9
6.14,1,2,51,2,9,9.5
8.98,2,0,318,4,4,13.6
6.81,4,2,180,4,3,12.6
9.83,1,2,568,0,10,19.8
7.47,3,2,119,5,6,13.0
7.31,1,2,42,4,3,10.3
6.6,4,2,259,4,1,11.7
7.22,5,1,196,0,4,11.9
9.51,5,3,254,4,1,18.3
9.99,4,2,335,0,2,17.0
7.47,2,1,552,2,3,14.4
7.79,2,0,501,3,8,13.6
8.89,5,2,254,0,10,17.4
9.54,5,0,513,0,4,16.4
8.37,4,2,241,4,4,15.5
7.57,2,1,148,0,10,13.1
7.65,5,1,298,5,9,15.2
8.78,2,1,452,1,7,15.8
6.01,5,3,392,1,2,15.0
8.48,1,0,211,2,3,11.1
7.42,3,3,537,0,4,16.1
9.18,1,2,593,5,4,17.7
6.37,5,0,594,4,10,15.9
8.35,3,1,130,4,8,14.5
7.92,3,0,328,3,10,13.2
8.57,5,1,255,2,10,16.3
6.26,5,3,478,5,6,16.5
8.32,2,3,560,5,3,16.8
8.25,5,1,62,4,9,14.2
8.24,4,1,310,3,10,16.1
8.41,5,2,406,4,8,19.0
8.71,4,3,104,3,9,17.1
9.22,5,3,14,1,5,17.0
7.08,2,2,258,5,3,13.3
9.3,4,3,411,1,4,18.7
7.99,1,1,258,4,5,12.4
6.31,4,0,259,2,9,11.2
6.23,2,0,44,0,9,7.4
7.34,4,3,330,2,3,14.5
9.14,5,2,164,2,7,16.9
8.83,5,1,192,0,6,15.1
9.15,2,0,520,5,4,16.5
8.07,3,1,400,1,5,14.6
7.76,5,3,373,1,10,18.4
6.59,1,3,64,5,2,11.6
7.31,2,0,386,0,7,11.5
7.74,4,3,494,3,4,17.7
6.35,4,2,414,2,2,13.7
6.88,1,3,29,4,6,12.1
8.39,5,3,265,1,2,17.0
8.94,2,3,327,5,10,18.5
9.99,1,1,491,4,2,16.2
9.73,5,1,216,0,7,16.1
8.57,2,0,319,4,1,12.4
7.68,4,0,398,4,7,15.2
8.54,2,0,104,2,10,11.6
9.14,3,3,329,0,5,17.7
6.47,2,1,46,4,1,7.6
7.64,3,2,598,1,6,17.6
9.36,2,3,313,0,7,16.5
7.54,3,3,146,1,1,13.0
8.29,4,3,461,5,9,20.6
8.35,5,2,583,5,7,20.4
6.74,3,0,485,3,1,10.8
7.45,3,2,409,5,3,14.6
7.34,4,0,26,4,5,11.0
6.1,3,2,28,0,4,9.3
6.1,1,1,270,5,2,9.9
9.33,4,3,500,1,1,19.4
7.09,1,3,252,4,4,12.5
8.07,4,3,384,5,7,17.9
7.19,3,0,59,2,4,8.6
9.76,1,2,106,1,9,15.0
7.04,3,1,219,1,8,11.6
7.72,4,2,440,3,8,17.2
9.49,3,3,563,2,5,20.8
9.37,1,1,571,3,1,15.7
6.74,1,1,545,5,9,13.9
9.21,3,3,95,2,2,15.7
7.83,2,2,88,1,6,12.0
7.93,4,3,230,3,10,17.4
6.53,4,2,274,4,5,13.3
6.32,3,1,245,2,10,12.0
8.91,2,1,110,1,8,12.7
7.99,1,3,233,0,3,13.4
7.75,5,1,277,2,6,14.4
8.92,5,0,476,2,6,16.2
9.06,3,1,416,5,10,18.4
6.64,2,0,127,4,3,8.0
8.44,2,1,236,5,7,14.1
6.54,4,3,127,2,4,12.1
9.01,1,3,393,2,5,16.1
8.63,2,0,474,4,9,15.9
9.83,5,3,394,4,6,22.0
6.28,1,1,110,3,10,9.5
6.23,1,1,89,1,4,7.0
7.13,3,3,279,1,8,14.0
7.05,2,1,332,3,9,11.9
6.99,3,2,223,1,10,13.9
9.63,2,2,100,2,5,14.0
7.0,4,1,131,3,2,10.2
7.09,3,3,12,3,6,12.9
9.04,3,0,456,1,8,15.6
7.8,5,3,440,0,5,17.5
9.11,3,0,97,1,1,11.0
6.26,2,3,119,5,8,12.7
7.95,5,1,292,0,9,14.4
6.13,3,2,0,3,1,8.5
6.25,3,3,571,0,8,15.4
9.63,4,0,249,2,10,15.2
6.56,3,2,148,4,2,10.8
8.13,1,0,394,0,4,11.0
7.64,5,1,43,5,2,11.9
7.39,1,2,43,4,2,10.2
9.6,5,0,77,2,10,15.7
6.09,4,3,225,5,3,13.8
8.66,3,1,161,4,8,15.5
9.85,3,1,252,2,4,14.9
8.24,3,1,131,4,7,13.4
9.75,5,3,447,4,10,23.4
6.21,3,3,473,1,3,12.9
7.68,1,2,108,5,10,13.0
7.04,3,3,34,5,3,12.4
8.92,4,2,466,0,2,17.7
9.93,1,1,274,5,6,15.6
7.03,3,2,186,5,6,14.0
8.62,3,0,242,4,1,12.4
6.79,2,1,263,3,7,11.0
8.26,5,1,521,1,4,17.7
7.86,1,2,540,0,3,14.2
9.89,2,1,86,1,8,14.7
8.43,4,3,534,0,2,17.9
7.4,5,0,209,2,9,13.1
6.46,1,2,45,4,8,11.6
6.6,3,2,466,5,8,16.5
6.9,1,1,539,5,3,12.5
7.0,3,3,25,3,4,13.3
9.4,5,1,265,1,2,15.1
8.24,3,1,174,1,2,12.0
8.09,4,2,515,1,4,15.9
6.46,3,1,310,5,6,12.9
9.44,4,0,321,1,5,14.8
8.89,5,1,578,4,1,17.3
6.27,5,1,134,0,10,12.0
8.83,1,2,54,5,1,13.4
8.17,4,1,542,4,6,17.9
6.33,4,3,585,2,3,15.0
7.83,2,2,530,4,3,16.6
7.94,2,1,155,4,7,12.6
6.66,2,0,146,2,1,8.5
9.78,3,0,484,4,1,16.4
9.4,2,2,598,0,10,19.4
8.68,4,2,19,5,3,14.5
7.85,3,1,268,3,8,14.1
7.65,5,3,332,2,1,15.5
8.6,1,1,554,5,10,16.8
8.18,2,0,400,1,4,12.0
6.25,5,3,305,0,9,15.5
8.05,4,3,27,3,4,13.7
9.23,1,3,466,0,10,19.2
7.84,5,1,259,0,8,14.4
6.21,1,0,533,1,7,10.9
9.15,2,2,100,3,3,14.4
6.81,4,1,550,0,7,14.7
7.03,1,2,352,1,7,12.7
6.66,5,3,299,2,10,16.4
7.32,2,3,295,1,3,13.9
9.03,2,1,352,4,2,14.2
8.08,5,0,129,5,9,13.6
6.82,5,3,155,1,1,12.6
9.51,1,2,73,1,7,14.3
9.52,3,2,341,1,4,17.7
9.48,2,1,464,0,2,15.1
6.96,1,2,89,3,2,10.8
7.8,5,0,578,1,8,16.1
9.94,1,3,454,1,7,18.8
9.09,5,2,331,4,7,19.5
6.11,4,2,347,4,5,13.3
6.26,5,3,232,2,10,15.3
7.86,5,1,597,2,8,16.9
9.64,5,2,101,4,2,15.9
8.15,3,1,480,3,2,15.0
7.99,5,1,213,2,5,14.5
6.42,2,2,107,5,1,11.1
8.63,2,0,164,5,6,12.3
9.29,1,1,334,3,4,15.3
7.52,3,2,85,4,6,13.8
9.1,1,1,423,2,7,15.2
9.86,2,3,363,1,3,18.5
6.82,2,0,59,4,8,9.8
8.09,4,0,481,2,7,15.6
7.15,5,3,249,3,1,15.8
9.17,2,3,559,5,6,20.8
8.31,1,1,116,3,7,11.0
8.54,1,3,544,2,4,17.4
9.19,5,0,43,3,2,12.0
7.58,5,3,508,2,10,19.5
9.66,4,2,164,2,9,17.7
8.13,3,2,367,3,7,15.9
6.63,1,1,291,0,1,8.1
8.78,5,0,285,1,8,14.7
9.17,1,2,203,4,3,14.4
7.27,5,3,523,5,4,18.4
9.43,2,2,120,1,5,14.6
9.62,1,2,187,4,1,14.9
7.11,2,1,12,4,6,10.0
9.93,1,3,199,5,10,19.6
6.56,3,3,585,1,6,16.0
6.81,4,3,455,5,2,16.6
6.74,2,1,447,2,10,13.3
9.58,5,3,70,5,6,20.2
8.62,3,3,589,3,8,20.4
6.61,1,2,129,0,6,10.5
7.76,2,2,42,0,4,10.5
8.46,1,3,519,0,4,16.1
6.33,1,0,12,1,9,6.9
9.53,1,0,534,1,6,16.5
9.21,4,3,301,2,8,19.0
8.02,4,0,526,0,8,14.5
9.87,5,1,572,2,7,20.8
7.67,2,2,114,0,3,11.0
9.94,3,1,459,1,10,18.5
8.67,3,2,504,3,1,16.3
8.54,3,0,307,3,5,13.7
6.66,1,0,324,3,10,11.4
9.53,4,3,578,5,10,23.6
7.71,2,0,174,3,2,9.6
6.65,1,0,513,4,10,12.1
6.05,4,3,171,0,2,9.2
8.24,4,3,501,3,7,18.8
8.11,2,2,333,4,3,14.4
8.88,2,0,283,4,8,14.2
9.56,2,2,474,4,9,19.3
6.32,1,2,53,2,8,11.2
8.93,5,1,457,2,6,17.8
6.75,2,0,578,4,5,12.0
9.43,5,0,419,5,3,17.3
9.28,1,1,408,3,3,15.1
8.16,5,2,303,0,7,15.5
8.84,3,0,558,5,5,16.7
7.26,5,2,221,1,6,14.4
7.88,2,1,532,2,6,15.3
9.29,1,3,157,3,9,15.9
7.84,2,2,347,3,1,13.9
7.43,3,0,158,1,8,11.5
7.98,2,3,234,1,10,16.6
9.31,2,2,404,3,5,16.6
7.34,2,2,256,1,6,12.6
6.7,4,3,588,3,6,17.4
8.85,3,3,596,5,1,19.8
9.3,2,3,557,1,3,18.4
6.4,2,0,46,5,6,8.1
6.96,2,0,212,5,9,11.4
6.57,1,2,478,1,6,12.6
7.39,4,2,486,3,6,16.7
7.8,1,1,570,4,1,13.4
9.0,4,0,565,3,9,17.3
8.6,2,2,341,0,4,15.1
8.48,3,3,523,1,2,18.5
7.41,5,3,502,2,1,17.7
9.37,5,0,5,1,3,12.4
7.89,2,3,143,0,3,13.3
9.92,1,1,260,5,5,15.4
8.54,3,2,584,2,1,17.0
6.51,4,2,231,2,7,12.7
8.7,2,2,269,3,1,14.8
7.3,3,0,446,4,4,13.3
8.75,3,3,221,3,6,18.0
6.28,4,1,51,2,1,8.4
6.7,3,0,115,2,7,10.2
9.42,1,2,537,4,10,19.6
6.91,1,1,564,1,7,13.0
9.35,1,2,540,4,3,17.7
7.12,3,2,18,5,4,12.6
8.57,1,0,391,3,6,13.2
8.78,4,2,418,1,7,17.6
8.05,3,1,308,3,4,12.7
7.22,5,2,185,4,10,15.6
6.85,3,3,260,1,9,14.7
6.13,4,2,527,4,9,15.5
7.22,5,0,272,5,9,13.5
8.61,3,1,159,0,10,13.0
9.75,1,0,223,2,6,13.1
9.48,2,3,255,1,2,16.8
9.06,2,2,179,2,2,13.2
9.15,1,0,19,0,4,10.1
8.66,2,0,467,1,9,15.2
7.04,2,0,209,2,3,10.3
9.63,1,0,512,2,6,16.0
8.68,1,3,57,1,2,13.2
8.24,3,3,92,2,1,13.8
6.44,3,2,220,2,5,11.7
7.79,1,2,231,1,8,13.5
7.84,4,1,363,2,10,16.2
9.46,2,3,561,2,10,20.9
8.19,3,0,373,3,2,13.4
7.52,2,0,455,5,10,15.8
9.91,5,1,87,3,9,17.2
6.44,1,0,19,0,8,6.7
7.69,4,1,13,3,3,11.1
6.17,5,2,132,3,1,11.2
8.96,5,3,33,0,4,16.2
9.67,5,1,207,2,8,17.3
7.12,1,0,198,2,3,8.6
9.43,3,1,591,3,10,19.4
7.17,1,2,582,0,2,13.4
9.64,3,0,154,2,7,13.8
9.02,5,2,589,4,4,19.5
9.22,5,2,77,1,6,16.1
6.07,4,1,171,1,5,10.9
9.85,3,2,288,5,2,17.4
8.91,5,0,544,1,10,17.2
7.22,2,2,419,3,2,14.4
9.32,4,2,6,1,9,15.7
7.13,1,1,159,1,10,11.3
9.49,4,2,239,4,2,16.5
6.45,2,3,422,2,8,14.7
8.81,3,1,535,4,8,18.6
8.16,1,1,69,3,1,10.1
6.39,1,0,215,1,1,6.8
6.97,3,0,103,2,4,8.2
6.05,4,0,53,5,2,8.5
7.88,5,0,329,5,1,13.1
7.21,4,3,202,1,9,15.8
8.39,2,1,287,1,3,12.7
7.19,5,2,44,5,1,12.7
7.2,4,0,197,5,2,11.4
8.97,3,0,215,3,8,14.3
6.19,2,0,480,1,5,11.0
9.61,2,2,308,5,7,18.8
9.41,2,0,434,0,6,13.9
8.67,5,2,331,5,1,17.0
8.37,1,1,26,2,6,11.3
9.57,5,1,165,2,7,16.0
6.74,4,1,317,0,4,10.7
6.32,1,3,273,3,8,12.6
6.96,4,2,382,1,8,14.8
9.18,1,0,364,1,7,11.5
6.14,5,0,102,5,2,8.7
8.33,2,0,502,2,6,13.2
9.98,3,0,372,3,6,17.0
9.42,2,3,244,3,7,18.2
8.09,5,0,168,3,6,13.3
6.25,1,3,417,5,2,13.2
9.33,2,2,355,1,8,17.3
8.4,5,1,477,3,4,16.3
6.46,4,0,124,5,9,11.7
6.38,3,1,536,5,8,14.7
9.64,2,2,401,0,3,16.7
8.68,1,2,516,4,3,16.8
9.32,4,0,530,3,8,18.0
9.52,5,2,253,4,2,17.8
8.29,3,1,120,1,9,13.3
8.07,1,0,31,5,4,9.7
7.72,5,3,36,3,6,15.4
7.27,5,0,341,2,3,12.3
7.74,2,1,12,1,3,9.2
9.1,2,0,182,0,3,11.6
8.41,1,0,264,0,10,12.2
9.57,5,1,87,4,2,15.8
7.77,2,0,461,5,8,13.4
8.43,3,0,45,4,9,12.5
8.53,3,1,391,2,8,15.4
8.37,5,2,118,2,10,16.0
8.81,2,1,530,0,3,15.1
6.95,1,0,446,3,7,10.8
8.05,1,3,45,0,10,13.5
6.42,1,3,507,0,2,12.7
7.54,3,1,557,2,4,14.1
7.95,2,3,525,4,6,18.0
8.61,2,0,596,2,5,14.6
9.8,3,0,2,5,9,15.6
8.4,1,1,27,2,10,12.6
8.97,1,0,380,2,4,13.0
8.03,5,2,156,0,5,14.0
8.54,4,0,510,3,4,15.7
6.28,2,1,332,0,8,11.1
7.02,2,2,113,1,8,11.7
7.45,2,2,388,2,3,13.0
7.89,4,3,486,2,1,16.7
6.18,5,0,249,1,6,10.4
6.56,4,1,570,2,2,13.5
7.11,1,3,314,2,2,12.9
9.89,1,3,238,5,3,17.8
7.33,2,0,233,2,8,11.6
7.93,3,0,302,1,3,11.9
6.78,2,1,333,0,7,11.5
8.44,3,3,112,2,10,15.7
7.12,4,1,361,3,10,15.4
6.83,1,3,96,1,9,12.4
8.07,3,3,15,4,8,14.9
6.02,4,3,555,5,1,15.5
6.03,1,0,375,1,7,9.0
6.88,3,3,389,0,7,14.6
6.15,2,3,216,1,8,11.4
6.43,2,3,398,4,10,15.0
7.36,2,2,259,5,5,13.3
9.21,4,0,319,3,10,15.4
8.29,2,2,195,4,9,14.7
8.05,5,0,477,1,9,16.3
7.17,1,1,417,4,8,13.6
9.73,4,2,474,1,6,18.8
7.59,2,1,567,3,6,14.6
6.35,1,3,543,3,1,14.1
8.47,3,1,230,0,6,13.9
6.46,2,1,520,3,4,12.4
7.38,1,1,199,2,4,10.9
8.03,5,1,598,4,2,16.6
9.5,3,0,20,4,4,12.8
7.97,5,2,310,1,5,14.9
8.81,1,0,587,3,5,14.7
9.97,5,0,595,0,5,18.2
6.53,1,0,433,0,4,8.3
7.1,1,1,370,0,1,10.2
7.58,5,0,559,5,10,17.5
7.69,1,2,77,2,8,12.5
7.64,2,0,541,3,3,14.1
9.63,1,3,284,0,2,15.9
8.86,4,1,139,2,9,15.1
8.43,1,3,552,4,7,17.7
